date, pm25, pm10, o3, no2, co
2020/12/28, 200, 106, 65, 125, 51
2020/12/29, 110, 101, 69, 133, 81
2020/12/30, 93, 131, 69, 142, 104
2020/12/31, 164, 152, 67, 194, 104
2021/1/1, 216, 135, 67, 185, 
2021/1/2, 171, 129, 67, 118, 51
2021/1/3, 158, 127, 59, 141, 51
2020/7/1, 30, 26, 54, 27, 39
2020/7/2, 28, 28, 55, , 
2020/7/3, 30, 25, 59, 20, 44
2020/7/4, 28, 26, 61, 21, 50
2020/7/5, 27, 37, 55, , 
2020/7/6, 41, 39, 51, , 
2020/7/7, 45, 36, 46, 33, 51
2020/7/8, 41, 32, 46, 32, 51
2020/7/9, 37, 35, 50, , 
2020/7/10, 41, 39, 57, , 
2020/7/11, 46, 39, 57, , 
2020/7/12, 45, 33, 51, 19, 51
2020/7/13, 46, 29, 57, 14, 51
2020/7/14, 33, 25, 57, , 
2020/7/15, 26, 21, 53, 12, 
2020/7/16, 23, 28, 57, 13, 
2020/7/17, 32, 30, 59, 14, 
2020/7/18, 35, 31, 59, 13, 
2020/7/19, 34, 32, 71, 14, 
2020/7/20, 36, 37, 71, 12, 
2020/7/21, 43, 40, 61, 12, 
2020/7/22, 47, 31, 59, 19, 51
2020/7/23, 38, 28, 50, , 
2020/7/24, 30, 26, 55, 24, 51
2020/7/25, 28, 27, 55, 34, 
2020/7/26, 30, 21, 53, 35, 51
2020/7/27, 30, 23, 61, 16, 51
2020/7/28, 32, 28, 61, 19, 51
2020/7/29, 30, 31, 51, 19, 51
2020/7/30, 34, 27, 57, 17, 51
2020/7/31, 30, 25, 59, 17, 
2020/8/1, 28, 30, 59, 37, 
2020/8/2, 33, 29, 51, 34, 51
2020/8/3, 34, 25, 51, , 
2020/8/4, 27, 23, 36, 26, 51
2020/8/5, 25, 22, 36, 26, 51
2020/8/6, 25, 24, 51, 31, 51
2020/8/7, 29, 29, 53, 31, 
2020/8/8, 34, 34, 53, , 
2020/8/9, 40, 37, , , 
2020/8/10, 43, 32, 51, , 
2020/8/11, 40, 30, 51, 21, 51
2020/8/12, 35, 29, 51, 22, 51
2020/8/13, 33, 28, 28, 31, 
2020/8/14, 30, 25, 30, 33, 
2020/8/15, 28, 26, 36, 40, 
2020/8/16, 28, 29, 36, 45, 
2020/8/18, 28, 27, 44, , 
2020/8/19, 29, 29, 30, 19, 51
2020/8/20, 30, 31, 48, 29, 51
2020/8/21, 35, 31, 50, , 
2020/8/22, 35, 29, 50, , 
2020/8/23, 28, 28, 50, 22, 51
2020/8/24, 28, 33, 53, 31, 51
2020/8/25, 35, 39, 57, 31, 
2020/8/26, 45, 38, 57, 25, 51
2020/8/27, 44, 36, 55, 21, 51
2020/8/28, 41, 32, 50, 26, 51
2020/8/29, 37, 30, 46, 36, 
2020/8/30, 33, 33, 53, 33, 
2020/8/31, 38, 34, 53, 36, 
2020/9/1, 39, 36, 57, 31, 51
2020/9/2, 41, 47, 57, 45, 51
2020/9/3, 56, 65, 57, 66, 51
2020/9/4, 78, 67, 57, 63, 51
2020/9/5, 80, 54, 48, 57, 51
2020/9/6, 64, 43, 53, 55, 51
2020/9/7, 50, 40, 57, 55, 51
2020/9/8, 46, 53, 57, 56, 51
2020/9/9, 62, 50, 51, 58, 51
2020/9/10, 58, 44, 51, 62, 51
2020/9/11, 51, 44, 46, 65, 51
2020/9/12, 51, 40, 46, 50, 51
2020/9/13, 45, 40, 53, 45, 
2020/9/14, 45, 32, 53, 27, 51
2020/9/15, 37, 32, 53, 30, 51
2020/9/16, 36, 32, 50, 31, 51
2020/9/17, 37, 33, 55, 30, 51
2020/9/18, 37, 33, 55, , 
2020/9/19, 37, 41, 44, 49, 51
2020/9/20, 46, 43, 46, 44, 51
2020/9/21, 49, 41, 48, 39, 
2020/9/22, 47, 35, 48, 36, 
2020/9/23, 41, 31, 48, 33, 
2020/9/24, 37, 34, 48, 36, 
2020/9/25, 40, 38, 48, 34, 
2020/9/26, 45, 47, 48, 34, 
2020/9/27, 56, 47, 51, 33, 51
2020/9/28, 55, 44, 53, 32, 51
2020/9/29, 51, 43, 53, 34, 51
2020/9/30, 51, 49, 53, 35, 51
2020/4/1, 65, 56, 65, 10, 38
2020/4/2, 65, 56, 65, 10, 38
2020/4/3, 65, 56, 65, 10, 38
2020/4/4, 65, 56, 65, 10, 38
2020/4/5, 65, 56, 65, 10, 38
2020/4/6, 65, 56, 65, 10, 38
2020/4/7, 65, 56, 65, 10, 38
2020/4/8, 65, 56, 65, 10, 38
2020/4/9, 65, 56, 65, 10, 38
2020/4/10, 65, 56, 65, 10, 38
2020/4/11, 65, 56, 65, 10, 38
2020/4/12, 65, 56, 65, 10, 38
2020/4/13, 65, 56, 65, 10, 38
2020/4/14, 65, 56, 65, 10, 38
2020/4/15, 65, 56, 65, 10, 38
2020/4/16, 65, 56, 65, 10, 38
2020/4/17, 65, 56, 65, 10, 38
2020/4/18, 65, 56, 65, 10, 38
2020/4/19, 65, 56, 65, 10, 38
2020/4/20, 65, 56, 65, 10, 38
2020/4/21, 65, 56, 65, 10, 38
2020/4/22, 65, 56, 65, 10, 38
2020/4/23, 65, 56, 65, 10, 38
2020/4/24, 65, 56, 65, 10, 38
2020/4/25, 65, 56, 65, 10, 38
2020/4/26, 65, 56, 65, 10, 38
2020/4/27, 65, 56, 65, 10, 38
2020/4/28, 65, 56, 65, 10, 38
2020/4/29, 65, 56, 65, 10, 38
2020/4/30, 65, 56, 65, 10, 38
2020/5/1, 65, 56, 65, 10, 38
2020/5/2, 65, 56, 65, 10, 38
2020/5/3, 65, 56, 65, 10, 38
2020/5/4, 65, 56, 65, 10, 38
2020/5/5, 65, 56, 65, 10, 38
2020/5/6, 65, 56, 65, 10, 38
2020/5/7, 65, 56, 65, 10, 38
2020/5/8, 65, 56, 65, 34, 40
2020/5/9, 65, 56, 67, 50, 53
2020/5/10, 65, 50, 82, 51, 57
2020/5/11, 58, 45, 107, 42, 54
2020/5/12, 52, 60, 106, 36, 49
2020/5/13, 72, 64, 98, 35, 54
2020/5/14, 76, 52, 92, 31, 61
2020/5/15, 61, 65, 98, 28, 49
2020/5/16, 78, 68, 80, 24, 40
2020/5/17, 82, 82, 87, 28, 38
2020/5/18, 101, 79, 93, 24, 37
2020/5/19, 97, 57, 96, 27, 37
2020/5/20, 68, 51, 116, 32, 37
2020/5/21, 61, 48, 116, 39, 40
2020/5/22, 57, 56, 94, 35, 46
2020/5/23, 66, 59, 76, 32, 40
2020/5/24, 70, 62, 94, 32, 41
2020/5/25, 72, 65, 99, 29, 44
2020/5/26, 38, 51, 85, 28, 42
2020/5/27, 36, 50, 85, 30, 41
2020/5/28, 55, 53, 79, 29, 41
2020/5/29, 57, 43, 92, 28, 45
2020/5/30, 45, 47, 59, 26, 53
2020/5/31, 50, 38, 62, 29, 51
2020/6/1, 39, 37, 62, 40, 57
2020/6/2, 38, 31, 50, 37, 36
2020/6/3, 32, 25, 50, 28, 50
2020/6/4, 27, 37, 59, 34, 44
2020/6/5, 39, 43, 46, 27, 39
2020/6/6, 46, 42, 44, 25, 54
2020/6/7, 48, 36, 64, 24, 48
2020/6/8, 41, 34, 64, 25, 46
2020/6/9, 39, 35, 55, 24, 47
2020/6/10, 40, 31, 55, 23, 47
2020/6/11, 35, 28, 63, 26, 50
2020/6/12, 32, 27, 54, 28, 51
2020/6/13, 29, 24, 24, 26, 50
2020/6/14, 26, 25, 42, 25, 54
2020/6/15, 28, 25, 41, 28, 43
2020/6/16, 28, 25, 36, 27, 44
2020/6/17, 28, 29, 33, 29, 46
2020/6/18, 33, 38, 39, 29, 43
2020/6/19, 44, 54, 45, 25, 39
2020/6/20, 64, 56, 68, 23, 36
2020/6/21, 67, 43, 53, 25, 33
2020/6/22, 49, 49, 61, , 
2020/6/23, 57, 41, 60, , 
2020/6/24, 48, 33, 60, 27, 51
2020/6/25, 43, 33, 18, 32, 51
2020/6/26, 37, 31, 37, , 
2020/6/27, 38, 31, 15, 30, 51
2020/6/28, 35, 35, 57, 27, 47
2020/6/29, 40, 33, 12, 34, 53
2020/6/30, 37, 28, 56, 29, 44
2020/1/1, 130, 104, 36, 112, 27
2020/1/2, 157, 86, 39, 103, 54
2020/1/3, 110, 92, 39, 103, 78
2020/1/4, 123, 117, 25, 118, 72
2020/1/5, 210, 130, 65, 136, 75
2020/1/6, 253, 138, 65, 145, 82
2020/1/7, 281, 99, 36, 102, 45
2020/1/8, 153, 91, 36, 103, 61
2020/1/9, 124, 124, 35, 138, 75
2020/1/10, 233, 142, 31, 142, 77
2020/1/11, 291, 152, 31, 146, 85
2020/1/12, 309, 125, 23, 123, 56
2020/1/13, 230, 92, 23, 95, 39
2020/1/14, 120, 93, 79, 108, 44
2020/1/15, 125, 70, 79, 94, 40
2020/1/16, 89, 66, 106, 106, 71
2020/1/17, 79, 102, 103, 137, 76
2020/1/18, 147, 107, 105, 130, 73
2020/1/19, 164, 113, 94, 125, 81
2020/1/20, 190, 100, 96, 114, 69
2020/1/21, 144, 90, 96, 111, 73
2020/1/22, 116, 110, 89, 132, 88
2020/1/23, 176, 121, 70, 140, 98
2020/1/24, 217, 120, 21, 139, 79
2020/1/25, 216, 115, 21, 147, 46
2020/1/26, 198, 115, 21, 152, 49
2020/1/27, 198, 115, 50, 115, 29
2020/1/28, 198, 95, 143, 93, 60
2020/1/29, 156, 69, 109, 105, 79
2020/1/30, 85, 100, 77, 84, 85
2020/1/31, 143, 102, 81, 60, 76
2020/2/1, 150, 111, 66, 83, 78
2020/2/2, 183, 98, 69, 58, 70
2020/2/3, 135, 78, 68, 46, 67
2020/2/4, 96, 100, 147, 67, 71
2020/2/5, 152, 110, 116, 74, 55
2020/2/6, 177, 106, 158, 63, 49
2020/2/7, 161, 96, 158, 45, 49
2020/2/8, 132, 113, 50, 65, 54
2020/2/9, 189, 102, 42, 69, 57
2020/2/10, 145, 102, 27, 78, 68
2020/2/11, 150, 117, 50, 82, 87
2020/2/12, 203, 113, 60, 82, 73
2020/2/13, 190, 121, 69, 80, 59
2020/2/14, 219, 110, 39, 64, 38
2020/2/15, 183, 154, 30, 49, 55
2020/2/16, 316, 129, 72, 74, 78
2020/2/17, 241, 138, 72, 90, 83
2020/2/18, 280, 120, 75, 69, 56
2020/2/19, 211, 120, 81, 52, 56
2020/2/20, 210, 122, 68, 51, 50
2020/2/21, 219, 117, 54, 53, 49
2020/2/22, 200, 119, 85, 56, 49
2020/2/23, 208, 112, 76, 45, 41
2020/2/24, 181, 109, 58, 49, 43
2020/2/25, 169, 128, 81, 68, 52
2020/2/26, 245, 135, 81, 74, 53
2020/2/27, 272, 130, 40, 73, 56
2020/2/28, 253, 119, 65, 59, 33
2020/2/29, 196, 101, 63, 48, 33
2020/3/1, 137, 100, 49, 47, 63
2020/3/2, 136, 81, 63, 31, 49
2020/3/3, 99, 76, 70, 27, 53
2020/3/4, 91, 108, 61, 31, 57
2020/3/5, 175, 99, 44, 24, 48
2020/3/6, 151, 76, 46, 18, 50
2020/3/7, 92, 96, 53, 30, 54
2020/3/8, 137, 96, 53, 31, 45
2020/3/9, 134, 90, 49, 25, 37
2020/3/10, 119, 65, 45, 18, 36
2020/3/11, 78, 56, 49, 25, 40
2020/3/12, 66, 63, 67, 25, 43
2020/3/13, 75, 100, 52, 42, 50
2020/3/14, 153, 119, 49, 58, 74
2020/3/15, 215, 120, 62, 55, 67
2020/3/16, 214, 97, 83, 46, 49
2020/3/17, 136, 98, 78, 39, 44
2020/3/18, 132, 78, 72, 31, 36
2020/3/19, 96, 60, 61, 25, 29
2020/3/20, 71, 76, 56, 20, 26
2020/3/21, 92, 80, 71, 23, 29
2020/3/22, 97, 67, 78, 13, 31
2020/3/23, 81, 74, 71, 13, 33
2020/3/24, 89, 72, 56, 12, 38
2020/3/25, 85, 56, 59, 14, 45
2020/3/26, 65, 61, 62, 12, 47
2020/3/27, 71, 73, 61, 19, 54
2020/3/28, 86, 65, 23, 16, 58
2020/3/29, 76, , , , 
2019/10/1, 37, 38, 49, 14, 35
2019/10/2, 44, 56, 58, 14, 41
2019/10/3, 67, 63, 49, 16, 42
2019/10/4, 77, 52, 32, 11, 70
2019/10/5, 61, 77, 36, 10, 78
2019/10/6, 91, 80, 48, 40, 71
2019/10/7, 96, 86, 38, 112, 51
2019/10/8, 108, 80, 30, 118, 42
2019/10/9, 97, 91, 32, 116, 49
2019/10/10, 158, 83, 27, 94, 48
2019/10/11, 103, 75, 21, 59, 39
2019/10/12, 91, 76, 16, 69, 50
2019/10/13, 93, 86, 21, 88, 69
2019/10/14, 104, 81, 45, 90, 53
2019/10/15, 97, 89, 61, 78, 45
2019/10/16, 114, 103, 26, 94, 103
2019/10/17, 150, 120, 17, 97, 95
2019/10/18, 214, 97, 15, 88, 87
2019/10/19, 145, 74, 12, 85, 66
2019/10/20, 122, 40, 12, 103, 58
2019/10/21, 46, 60, 19, 101, 67
2019/10/22, 70, 67, 20, 99, 68
2019/10/23, 80, 72, 12, 59, 59
2019/10/24, 86, 63, 12, 59, 60
2019/10/25, 75, 66, 13, 60, 60
2019/10/26, 78, 88, 18, 59, 64
2019/10/27, 111, 119, 18, 52, 55
2019/10/28, 212, 85, 17, 51, 58
2019/10/29, 108, 85, 20, 60, 61
2019/10/30, 100, 66, 15, 63, 59
2019/10/31, 77, 81, 12, 60, 57
2019/11/1, 96, 70, 22, 56, 64
2019/11/2, 81, 80, 35, 49, 41
2019/11/3, 100, 78, 26, 56, 52
2019/11/4, 97, 82, 41, 61, 58
2019/11/5, 106, 64, 46, 63, 47
2019/11/6, 79, 60, 39, 73, 45
2019/11/7, 69, 42, 59, 57, 23
2019/11/8, 47, 54, 74, 51, 33
2019/11/9, 67, 48, 53, 57, 52
2019/11/10, 55, 64, 44, 70, 71
2019/11/11, 73, 71, 41, 84, 83
2019/11/12, 82, 75, 40, 88, 85
2019/11/13, 88, 92, 44, 95, 71
2019/11/14, 124, 97, 40, 120, 47
2019/11/15, 135, 106, 46, 100, 27
2019/11/16, 158, 111, 50, 88, 26
2019/11/17, 175, 110, 80, 92, 35
2019/11/18, 171, 123, 60, 119, 42
2019/11/19, 220, 134, 79, 146, 42
2019/11/20, 261, 147, 80, 193, 47
2019/11/21, 301, 130, 85, 130, 39
2019/11/22, 238, 113, 87, 113, 41
2019/11/23, 167, 110, 47, 139, 39
2019/11/24, 158, 113, 75, 96, 27
2019/11/25, 163, 129, 94, 112, 41
2019/11/26, 169, 141, 95, 88, 62
2019/11/27, 189, 137, 95, 82, 59
2019/11/28, 178, 132, 83, 123, 49
2019/11/29, 164, 133, 83, 114, 49
2019/11/30, 167, , , , 
2019/12/2, 191, 141, 83, 108, 49
2019/12/3, 191, 141, 83, 108, 49
2019/12/4, 191, 141, 83, 108, 49
2019/12/5, 191, 141, 83, 108, 49
2019/12/6, 191, 141, 83, 108, 49
2019/12/7, 191, 141, 83, 108, 49
2019/12/8, 191, 141, 83, 108, 49
2019/12/9, 191, 141, 83, 108, 49
2019/12/10, 191, 141, 83, 108, 49
2019/12/11, 191, 117, 101, 95, 38
2019/12/12, 162, 92, 93, 102, 22
2019/12/13, 120, 85, 79, 94, 32
2019/12/14, 105, 98, 97, 168, 51
2019/12/15, 136, 102, 70, 198, 52
2019/12/16, 146, 120, 53, 135, 66
2019/12/17, 213, 124, 54, 121, 55
2019/12/18, 232, 140, 52, 128, 56
2019/12/19, 292, 150, 56, 129, 58
2019/12/20, 308, 139, 40, 150, 59
2019/12/21, 281, 141, 34, 180, 59
2019/12/22, 291, 136, 65, 157, 79
2019/12/23, 267, 146, 70, 153, 89
2019/12/24, 294, 134, , 141, 67
2019/12/25, 258, 120, 41, 109, 30
2019/12/26, 215, 110, 64, 108, 49
2019/12/27, 179, 147, 88, 135, 56
2019/12/28, 304, 134, 18, 135, 41
2019/12/29, 266, , , , 
2019/7/1, 41, 31, 24, 41, 51
2019/7/2, 36, 43, 25, 35, 48
2019/7/3, 52, 49, 28, 32, 47
2019/7/4, 60, 56, 27, 32, 46
2019/7/5, 70, 40, 24, 32, 48
2019/7/6, 49, 37, 26, 38, 48
2019/7/7, 45, 39, 23, 32, 51
2019/7/8, 47, 38, 22, 39, 55
2019/7/9, 45, 34, 22, 34, 49
2019/7/10, 39, 28, 18, 40, 49
2019/7/11, 31, 39, 26, 33, 43
2019/7/12, 40, 48, 28, 29, 41
2019/7/13, 56, 47, 28, 26, 37
2019/7/14, 55, 43, 30, 25, 36
2019/7/15, 50, 54, 29, 24, 35
2019/7/16, 63, 47, 33, 26, 34
2019/7/17, 55, 53, 35, 27, 34
2019/7/18, 62, 62, 57, 32, 35
2019/7/19, 74, 66, 35, 60, 50
2019/7/20, 80, 62, 44, 66, 54
2019/7/21, 75, 52, 38, 49, 42
2019/7/22, 62, 31, 32, 31, 38
2019/7/23, 36, 29, 33, 25, 34
2019/7/24, 33, 27, 33, 24, 32
2019/7/25, 31, 31, 29, 26, 39
2019/7/26, 35, 28, 28, 29, 58
2019/7/27, 31, 29, 29, 25, 55
2019/7/28, 33, 43, 28, 23, 56
2019/7/29, 50, 34, 25, 28, 56
2019/7/30, 40, 27, 26, 28, 56
2019/7/31, 31, 31, 27, 23, 54
2019/8/1, 35, 27, 23, 24, 56
2019/8/2, 30, 23, 24, 27, 57
2019/8/3, 25, 23, 27, 29, 55
2019/8/4, 25, 26, 22, 26, 57
2019/8/5, 29, 29, 23, 21, 55
2019/8/6, 33, 27, 25, 20, 53
2019/8/7, 31, 36, 29, 18, 50
2019/8/8, 40, 45, 30, 21, 50
2019/8/9, 52, 46, 29, 25, 51
2019/8/10, 54, 43, 25, 29, 54
2019/8/11, 49, 46, 27, 31, 54
2019/8/12, 54, 51, 27, 30, 53
2019/8/13, 60, 46, 30, 28, 52
2019/8/14, 54, 49, 26, 25, 48
2019/8/15, 57, 39, 27, 24, 47
2019/8/16, 45, 46, 30, 29, 48
2019/8/17, 54, 49, 31, 26, 43
2019/8/18, 57, 48, 33, 23, 42
2019/8/19, 53, 57, 35, 23, 43
2019/8/20, 60, 50, 30, 23, 40
2019/8/21, 58, 41, 26, 22, 44
2019/8/22, 47, 48, 22, 30, 41
2019/8/23, 56, 45, 31, 28, 40
2019/8/24, 52, 38, 38, 26, 37
2019/8/25, 43, 36, 36, 24, 36
2019/8/26, 41, 42, 32, 26, 35
2019/8/27, 49, 45, 38, 28, 36
2019/8/28, 53, 41, 34, 27, 39
2019/8/29, 48, 32, 34, 26, 52
2019/8/30, 37, 28, 29, 25, 65
2019/8/31, 31, 35, 29, 24, 64
2019/9/1, 41, 37, 28, 21, 61
2019/9/2, 42, 29, 31, 19, 60
2019/9/3, 33, 32, 25, 23, 66
2019/9/4, 37, 29, 29, 24, 66
2019/9/5, 32, 26, 32, 20, 65
2019/9/6, 28, 26, 26, 23, 66
2019/9/7, 29, 30, 28, 23, 66
2019/9/8, 34, 28, 25, 22, 69
2019/9/9, 32, 30, 26, 25, 67
2019/9/10, 33, 39, 25, 23, 63
2019/9/11, 45, 45, 23, 22, 59
2019/9/12, 53, 40, 22, 18, 57
2019/9/13, 47, 35, 24, 27, 59
2019/9/14, 40, 40, 26, 27, 57
2019/9/15, 47, 35, 23, 27, 57
2019/9/16, 40, 33, 20, 28, 55
2019/9/17, 37, 35, 17, 36, 64
2019/9/18, 40, 56, 25, 78, 86
2019/9/19, 65, 61, 23, 69, 67
2019/9/20, 72, 68, 36, 68, 53
2019/9/21, 81, 63, 40, 55, 40
2019/9/22, 76, 55, 42, 51, 30
2019/9/23, 66, 49, 33, 51, 33
2019/9/24, 58, 46, 31, 77, 42
2019/9/25, 53, 44, 24, 102, 42
2019/9/26, 51, 48, 24, 74, 61
2019/9/27, 56, 25, 35, 38, 50
2019/9/28, 28, 37, 40, 17, 52
2019/9/29, 42, 35, 35, 13, 40
2019/9/30, 39, 32, 34, 14, 33
2019/4/1, 149, 108, 125, 49, 40
2019/4/2, 149, 108, 125, 61, 40
2019/4/3, 149, 108, 125, 76, 40
2019/4/4, 149, 108, 116, 63, 61
2019/4/5, 149, 80, 99, 42, 91
2019/4/6, 83, 83, 96, 42, 57
2019/4/7, 86, 88, 93, 52, 63
2019/4/8, 92, 86, 93, 56, 54
2019/4/9, 89, 86, 81, 58, 51
2019/4/10, 90, 94, 104, 78, 53
2019/4/11, 100, 96, 80, 67, 54
2019/4/12, 104, 108, 66, 80, 66
2019/4/13, 138, 106, 78, 85, 67
2019/4/14, 125, 88, 90, 74, 68
2019/4/15, 85, 107, 72, 80, 85
2019/4/16, 117, 107, 69, 46, 61
2019/4/17, 119, 85, 101, 61, 59
2019/4/18, 84, 93, 99, 59, 55
2019/4/19, 94, 88, 95, 45, 52
2019/4/20, 91, 79, 87, 44, 43
2019/4/21, 81, 69, 73, 49, 58
2019/4/22, 72, 71, 87, 63, 50
2019/4/23, 76, 72, 76, 59, 48
2019/4/24, 78, 94, 107, 58, 48
2019/4/25, 111, 103, 93, 56, 63
2019/4/26, 134, 107, 72, 61, 70
2019/4/27, 147, 109, 71, 54, 53
2019/4/28, 154, 108, 84, 30, 54
2019/4/29, 147, 97, 69, 27, 55
2019/4/30, 113, 101, 71, 40, 51
2019/5/1, 118, 102, 83, 36, 50
2019/5/2, 115, 100, 77, 39, 49
2019/5/3, 108, 92, 60, 34, 49
2019/5/4, 94, 86, 75, 32, 53
2019/5/5, 89, 88, 86, 43, 60
2019/5/6, 101, 96, 92, 53, 60
2019/5/7, 105, 87, 67, 36, 81
2019/5/8, 95, 70, 86, 33, 83
2019/5/9, 73, 54, 81, 34, 71
2019/5/10, 57, 52, 83, 41, 70
2019/5/11, 55, 68, 105, 43, 67
2019/5/12, 73, 76, 96, 41, 69
2019/5/13, 82, 76, 84, 41, 67
2019/5/14, 80, 74, 104, 41, 63
2019/5/15, 77, 77, 94, 44, 62
2019/5/16, 81, 98, 70, 55, 71
2019/5/17, 122, 112, 55, 55, 68
2019/5/18, 161, 98, 71, 59, 66
2019/5/19, 118, 74, 92, 61, 61
2019/5/20, 82, 77, 92, 57, 64
2019/5/21, 86, 81, 98, 55, 66
2019/5/22, 89, 78, 84, 93, 68
2019/5/23, 86, 82, 85, 60, 70
2019/5/24, 88, 94, 92, 51, 70
2019/5/25, 102, 84, 84, 40, 68
2019/5/26, 91, 83, 96, 36, 69
2019/5/27, 89, 102, 82, 45, 73
2019/5/28, 123, 91, 78, 47, 70
2019/5/29, 101, 85, 89, 47, 68
2019/5/30, 92, 77, 85, 43, 66
2019/5/31, 83, 67, 57, 33, 62
2019/6/1, 72, 66, 70, 32, 67
2019/6/2, 71, 66, 51, 27, 68
2019/6/3, 71, 60, 62, 27, 70
2019/6/4, 65, 65, 82, 35, 70
2019/6/5, 71, 74, 60, 37, 72
2019/6/6, 82, 73, 62, 36, 75
2019/6/7, 79, 83, 79, 55, 77
2019/6/8, 89, 79, 68, 47, 70
2019/6/9, 87, 62, 72, 47, 75
2019/6/10, 69, 63, 45, 58, 87
2019/6/11, 75, 59, 44, 57, 81
2019/6/12, 63, 56, 31, 44, 73
2019/6/13, 57, 64, 37, 36, 67
2019/6/14, 80, 63, 29, 31, 54
2019/6/15, 78, 59, 35, 28, 50
2019/6/16, 52, 56, 33, 25, 47
2019/6/17, 29, 56, 37, 26, 48
2019/6/18, 42, 56, 31, 27, 49
2019/6/19, 54, 59, 44, 27, 49
2019/6/20, 55, 68, 42, 31, 49
2019/6/21, 74, 77, 54, 37, 75
2019/6/22, 81, 83, 58, 36, 52
2019/6/23, 68, 82, 58, 44, 57
2019/6/24, 74, 58, 39, 45, 59
2019/6/25, 68, 50, 44, 44, 59
2019/6/26, 62, 52, 25, 40, 57
2019/6/27, 67, 82, 18, 41, 59
2019/6/28, 121, 26, 32, 40, 54
2019/6/29, 30, 31, 27, 41, 50
2019/6/30, 36, 35, 34, 38, 49
2019/1/1, 291, 160, 45, 189, 109
2019/1/2, 230, 133, 67, 152, 99
2019/1/3, 169, 118, 50, 135, 102
2019/1/4, 130, 143, 78, 131, 114
2019/1/5, 195, 141, 94, 115, 106
2019/1/6, 186, 130, 34, 109, 111
2019/1/7, 153, 152, 65, 120, 130
2019/1/8, 211, 155, 71, 128, 126
2019/1/9, 225, 155, 81, 131, 126
2019/1/10, 227, 158, 156, 130, 108
2019/1/11, 238, 150, 99, 100, 74
2019/1/12, 218, 131, 116, 111, 57
